,id,Ra,Rms,Rsk,Rku
57,example,0.00023347463190870438,0.00029093760850278246,0.3645795314655842,-0.27260806850647823
58,example,0.0002301776343573692,0.00028627376825275224,0.41985906454569116,-0.2479446816899853
59,example,0.00022714755952057885,0.0002819965444630958,0.4652355608975932,-0.2670210458837272
60,example,0.00022493676092084794,0.000278558328711304,0.4914784056780378,-0.31292100079175666
61,example,0.00022596341631875996,0.00027677825167975536,0.49908114796069875,-0.37009621602172516
62,example,0.00022950929965882914,0.000277319682875988,0.495822096021996,-0.41588905759114914
63,example,0.0002337486580768934,0.00027977357262400315,0.4938813242922094,-0.4135011172210499
64,example,0.00023749911638744123,0.0002830438740936008,0.4999083429277534,-0.34961013338961955
65,example,0.0002401954312739338,0.000286632993838559,0.5044006921297398,-0.24413083996678075
66,example,0.00024206569765338243,0.0002907154367396021,0.4888719360475369,-0.12612185845686952
67,example,0.00024299995574862993,0.000295319296325182,0.44446959632654087,-0.02142485694180518
68,example,0.00024351704045204087,0.00030015134986857657,0.3783527728908961,0.05433796303631455
69,example,0.0002454953383633817,0.0003051184849005645,0.30436651807665854,0.09453426036862922
70,example,0.00024923041458140276,0.00031048910775153887,0.23122227459964437,0.09391882669430984
71,example,0.0002533011277090625,0.00031630238426206723,0.15936682938837465,0.05859832498228368
72,example,0.0002567447370368326,0.00032182036702113175,0.08606164018242422,0.009806820905130742
73,example,0.000258512420725006,0.00032577614853142246,0.00873369946141446,-0.04230062010354452
74,example,0.0002591393192739274,0.00032723039598414263,-0.07547305856458482,-0.10918809389525386
75,example,0.0002595781721595903,0.00032633342415239,-0.17103778609209164,-0.20622731485527757
76,example,0.0002595297605237569,0.00032442877679222134,-0.27883656323177686,-0.32884183761994423
77,example,0.00026135874559750594,0.0003233452232360427,-0.3867058511215386,-0.4450874932319082
78,example,0.00026430136275182585,0.00032423310429686655,-0.4752348294944012,-0.5162293639407589
79,example,0.0002666296475151717,0.0003271180134034754,-0.5321689638901836,-0.5267657168018358
80,example,0.00026892703274373315,0.0003314684775943271,-0.5547593903368087,-0.4896745258189221
81,example,0.0002709938185193981,0.00033672964498050306,-0.5462074034261457,-0.4162088470986611
82,example,0.00027294105236473263,0.00034250388730357883,-0.5155331788368859,-0.3108989398620552
83,example,0.00027356477287691287,0.00034871104117450264,-0.4767485679282856,-0.21147516592240168
84,example,0.0002751161030046328,0.0003558442867320377,-0.4361446523389832,-0.18648006503315884
85,example,0.00028155591828700954,0.0003639175622066959,-0.38153757822937656,-0.25410086446906144
86,example,0.0002913259614901132,0.00037144256629512097,-0.30692827598901906,-0.3576503547701795
87,example,0.00030100363072615234,0.0003772095474530054,-0.22824093175268742,-0.44900411447884636
88,example,0.0003076577745715062,0.0003816947647968967,-0.16347275965970287,-0.5090938151774425
89,example,0.00031059070326685775,0.0003857813759262253,-0.12021122109381484,-0.526831664215281
90,example,0.0003109374025606173,0.0003894907594359232,-0.0991519124003632,-0.4980825331931369
91,example,0.00031030941147624315,0.000392563099134211,-0.10045854428805635,-0.43041568826127286
92,example,0.00031014945663221724,0.0003953266549507997,-0.12186349964890275,-0.3494992942577686
93,example,0.0003119561820038078,0.00039815515692926117,-0.15171332991258757,-0.2900240258783806
94,example,0.0003140258485900837,0.0004003790750796235,-0.17544214620141999,-0.2732246813049284
95,example,0.00031536543486151015,0.0004006232138906521,-0.19016198838079715,-0.30235596079976057
96,example,0.0003159858817573913,0.0003983361810184047,-0.20270581431977924,-0.36815240500818236
97,example,0.0003168385260238321,0.000394716631031312,-0.2181184552436883,-0.45373295098628486
98,example,0.0003186936480494113,0.00039213956777439245,-0.23636433364893863,-0.5422707188729268
99,example,0.0003223982345795558,0.0003923900774786014,-0.25685055299882303,-0.6173517570819111
100,example,0.00032764707802690376,0.00039554257664050165,-0.27901656131384917,-0.6610747399270878
101,example,0.0003329329772192428,0.00040039902887261503,-0.2949074996706409,-0.6688118303926607
102,example,0.00033673958890332114,0.0004053247656444045,-0.2904800247910096,-0.6549819157495236
103,example,0.00033916481578536594,0.0004089631188097734,-0.2599140250104345,-0.6319431941889784
104,example,0.0003403056130362073,0.00041076028666990453,-0.21159514115932312,-0.5992800746478713
105,example,0.000339419713941082,0.00041102801197013774,-0.1593923446626782,-0.5531099720247421
106,example,0.0003372847250702982,0.00041052815921326715,-0.1128289728065861,-0.49639737470688994
107,example,0.000335036347915487,0.00040975713812494796,-0.07477844792282029,-0.44222291585929385
108,example,0.00033373285230313865,0.00040859023985614576,-0.04174745709244021,-0.40749620843213785
109,example,0.000333523901088703,0.0004067101449230397,-0.007128406887675248,-0.4089627108717022
110,example,0.0003331671459393024,0.00040403381308149285,0.029876918745281946,-0.46012045886167563
111,example,0.00033281949416505186,0.00040062254779497995,0.06400240852971918,-0.5569465800952571
112,example,0.00033221851331678286,0.0003966019553147007,0.09317449584603286,-0.6719514454360018
113,example,0.00033100357815417977,0.0003922965522023011,0.12008670987803263,-0.7703319262526338
114,example,0.0003306885853524586,0.00038812563092715537,0.14942935362530177,-0.8302618671800777
115,example,0.0003293650715359815,0.0003844999360487039,0.18597624132279325,-0.849435793733293
116,example,0.0003273233109003771,0.0003817997492576731,0.2304758523204277,-0.8370674908627009
117,example,0.0003248979956307742,0.0003799977513985063,0.28157152497304144,-0.7980728388666236
118,example,0.0003226703896324007,0.0003786046333841771,0.3389798574198758,-0.7224248564841491
119,example,0.0003207744007038821,0.00037739895707970236,0.3972409225923835,-0.6021198713836515
120,example,0.0003193067077063185,0.0003768650691444972,0.44298046301806376,-0.4632791626316912
121,example,0.00031852792238307593,0.0003777105444555066,0.46442914827813314,-0.3576633442378627
122,example,0.00031963023758808294,0.00038024679659510205,0.46002186039379667,-0.32066505087202746
123,example,0.0003231195308200127,0.0003845250405331926,0.4370965523817597,-0.3525467812435341
124,example,0.00032907831393629575,0.000390631670400824,0.40464270787927775,-0.42783241005139905
125,example,0.00033590731220022664,0.00039813970805685777,0.36958090689686485,-0.5121895213838878
126,example,0.0003419096333780563,0.0004055577083691417,0.3357355979794466,-0.5825818230012101
127,example,0.00034562957849973777,0.0004111984213806098,0.30240863868167445,-0.6381249710272283
128,example,0.00034723765722259316,0.00041453527550142853,0.26654724342054653,-0.6931515420559169
129,example,0.00034794615497835634,0.0004159670267114169,0.2284769654827729,-0.7539738134082157
130,example,0.00034873836388880333,0.0004156198374629142,0.19518347769011035,-0.8021834880716101
131,example,0.00034614867685379155,0.00041350675067229386,0.1733019040191188,-0.8173911881829397
132,example,0.0003419644704198173,0.000410479335305624,0.159550926913991,-0.8078462668840465
133,example,0.00033958810197164834,0.00040774267438817817,0.14338069488117688,-0.8018375323946341
134,example,0.00034007922066657114,0.00040574932520939637,0.11895473541549553,-0.8207630632225706
135,example,0.0003412037245047328,0.00040432738333574667,0.09153233075034001,-0.8666251957534641
136,example,0.0003416971882509573,0.00040345302256644146,0.06940013456349851,-0.9244394145835897
137,example,0.00034192345560095806,0.0004030414182177147,0.05418583722482474,-0.9763965699867181
138,example,0.00034159298358142344,0.0004024758796475698,0.040851472699142514,-1.0179649485142357
139,example,0.0003403949857181074,0.00040130772263759505,0.023925887455800647,-1.0538062052408077
140,example,0.0003400637845999428,0.00040024428178254875,0.006306737378861951,-1.0797083151832507
141,example,0.000341339187771341,0.00040090822536459873,0.0010668907526776993,-1.0746593433518352
142,example,0.00034332257694476563,0.0004043833278710035,0.018877749039245346,-1.0174180682290006
143,example,0.0003460758532817316,0.0004104555808881128,0.05729718170173055,-0.9148045073004023
144,example,0.0003489215223681295,0.00041826520558238084,0.10410925416109747,-0.8048893129747463
145,example,0.000352848985723822,0.0004267860217002522,0.14459296255723708,-0.7299544186083504
146,example,0.00035704885821531907,0.0004349630227011788,0.16951032731149893,-0.7053197213837761
147,example,0.00036147220216812496,0.00044225016461984276,0.18114095715783704,-0.7121358898431072
148,example,0.00036619420466616045,0.0004489911037728787,0.1894236870936532,-0.723383670963941
149,example,0.00037191329150666476,0.0004560675342178046,0.20009992673189395,-0.7285959509711804
150,example,0.000378889129341,0.0004638252588430551,0.20585328355584678,-0.736142813694868
151,example,0.00038690601021107234,0.0004714324384395044,0.19459831514584777,-0.7596568395259617
152,example,0.0003960619964731001,0.00047767996924671235,0.16659149322754507,-0.7991593898332132
153,example,0.00040420871308316096,0.0004822058308598492,0.1347762716555032,-0.8407512486261335
154,example,0.000410846085893807,0.00048573230622256527,0.11322574893073342,-0.8728711772347344
155,example,0.00041622253709559163,0.0004891691420579439,0.10960957945568993,-0.892023430401903
156,example,0.0004201687608819675,0.0004927055957745672,0.12278405032322559,-0.8928158161915833
157,example,0.0004221534161789446,0.0004959597872778755,0.1481960613322845,-0.8652361144119323
158,example,0.00042182983870515787,0.0004988779003886267,0.18541537809422565,-0.8057718504915914
159,example,0.0004207804750278046,0.0005020080847595752,0.23436817048528535,-0.7241985696623332
160,example,0.00042121847645578607,0.0005054885691098852,0.28513535255895284,-0.6443810408714374
161,example,0.0004239016912537121,0.0005082795689393368,0.32136311561051883,-0.5972342870133582
162,example,0.00042781203210111144,0.0005091543807231195,0.334578619699707,-0.6049463863465347
163,example,0.0004318381418106632,0.0005079637649627436,0.327761807850723,-0.6700202237359729
164,example,0.00043447872777927643,0.0005051830424661791,0.3078616596970038,-0.7719801896918512
165,example,0.0004344125873009707,0.0005008197346567055,0.2823233124426133,-0.8789394968806397
166,example,0.00043168334715733145,0.0004945188650640437,0.26050003227763185,-0.9698738865029681
167,example,0.0004269884170930107,0.00048642429464603116,0.250551251980157,-1.0416650425466099
168,example,0.0004210418413997963,0.0004772293886757706,0.2530634530475757,-1.0997088088303857
169,example,0.0004145242644725096,0.0004675544237643877,0.2606215496128986,-1.1492459881041697
170,example,0.00040834547067400244,0.0004578739783643486,0.26740201066599156,-1.1914964061170839
171,example,0.0004014536227228702,0.00044862853906782327,0.27671414284206836,-1.2203961318882401
172,example,0.00039340782098420463,0.00043989681313599935,0.2956513082130057,-1.226832218789388
173,example,0.00038397924602048833,0.0004311176982346844,0.32691424513151285,-1.207489413587037
174,example,0.0003723685136606273,0.0004215601511495137,0.3656454067474355,-1.162417323849588
175,example,0.0003587950805398928,0.0004111200876237424,0.40058714583113036,-1.0897290196362321
176,example,0.00034510671289867366,0.000400582939628508,0.4176054946827564,-0.9847518143013123
177,example,0.000331625216964866,0.0003912839569262377,0.40345726657450226,-0.8415687449895448
178,example,0.00031896235326741993,0.00038416118028542087,0.35771951914197875,-0.6588072211911422
179,example,0.0003084869650193632,0.0003791797968112355,0.30204754506120024,-0.44795071914488416
180,example,0.0003000341484241384,0.00037587889160011715,0.2614374704168057,-0.24284863284923297
181,example,0.00029501341324343324,0.0003737669757264463,0.24079682330676164,-0.08572866270464097
182,example,0.0002924119958768944,0.00037238570999801533,0.2331182360462123,0.006307324198964626
183,example,0.00029076368604323257,0.00037152864515375663,0.23981777533227572,0.050932088402678044
184,example,0.00028902388145829515,0.00037121276680206997,0.2690985918876172,0.07052270576307462
185,example,0.00028715420215211376,0.00037164319166521555,0.3204925285852861,0.063287048029121
186,example,0.0002890195612857592,0.0003731777220164557,0.3830778365782871,0.02060710076813299
187,example,0.000294956600864923,0.00037601285699149443,0.4479848829968944,-0.044812481382210834
188,example,0.0003000524761737979,0.000379877677030707,0.5120352324512472,-0.10551293613706036
189,example,0.0003041087518252891,0.0003843318943938296,0.5719721194440014,-0.14672787352065741
190,example,0.00030856433478599965,0.0003894156060631647,0.6261993319246058,-0.1638251725806379
191,example,0.00031392124803756785,0.0003955992815089501,0.6769078127538307,-0.13869172265219998
192,example,0.0003201190293362178,0.0004029673192456924,0.726465198281039,-0.04919014855723702
193,example,0.00032481279606486497,0.0004104541337578972,0.7777750038674628,0.10605329877274716
194,example,0.00032669278165179083,0.0004161984844913891,0.8293388451425902,0.2892852665507517
195,example,0.0003260644169970577,0.00041881511018019375,0.8718620661254167,0.43514700879747537
196,example,0.00032432468084649476,0.00041820010807895814,0.9012141545022825,0.520750706417672
197,example,0.00032294229779486933,0.00041534959444056396,0.9274521223694931,0.5943883736284166
198,example,0.00031923334233792817,0.0004114644851540797,0.9640212586292732,0.704619971109989
199,example,0.00031380963125634826,0.00040701009237343363,1.0141332167176773,0.8490317126247482
200,example,0.0003072765315221279,0.00040200732506327097,1.0705072511368272,0.9906813251962832
201,example,0.0003000444685667302,0.0003969941658525455,1.1251274851137993,1.0904003315919342
202,example,0.00029499186168010946,0.00039313201825497,1.1756741998844737,1.126699146404012
203,example,0.00029536305730559325,0.00039171404696916964,1.2198031891214618,1.0957309318348782
204,example,0.0002994447323488754,0.00039333427297164216,1.2490577061899533,1.0007833733801057
205,example,0.0003050307927588041,0.00039716644315013205,1.2585765828646662,0.8525095750893117
206,example,0.0003104811390071181,0.00040155559895134203,1.2546345836685964,0.6711015904857964
207,example,0.000315792239227788,0.0004056348378019756,1.2411747296384679,0.4737964863955231
208,example,0.00032366841551089814,0.00041036532283639563,1.2104632208064368,0.26870507152416234
209,example,0.0003335673334831301,0.0004177769498200225,1.1556902548353227,0.0692969859586805
210,example,0.0003449253748530636,0.0004286947630887946,1.08692604223384,-0.09707678568088163
211,example,0.00035693503420159464,0.00044171927836948743,1.0261637107336863,-0.2099925961385387
212,example,0.0003688109816932927,0.0004546536588601759,0.9859206324870782,-0.2750000694021213
213,example,0.00037908580633642263,0.00046594639237317433,0.9593882887357313,-0.3152648580362274
214,example,0.0003863684650192286,0.0004744552262733114,0.9324149780707789,-0.3497706686760682
215,example,0.00038916355866263697,0.00047886803021389597,0.8994142022424736,-0.37595774913389635
216,example,0.0003880135134524098,0.0004785318284012631,0.8633912957999201,-0.379290258956674
217,example,0.00038319931133484774,0.00047446527973909395,0.8259684060592954,-0.3578842277403744
218,example,0.00037548468674823736,0.00046852912982451634,0.7847578857105323,-0.330239886003878
219,example,0.0003676599404293021,0.0004619443094190984,0.7357050588793378,-0.32721296369412656
220,example,0.00036268056584220305,0.0004552352546605493,0.6728329943910877,-0.3772158968425732
221,example,0.00036048918213231137,0.0004489773468436419,0.5916440416228617,-0.48598000245688633
222,example,0.0003601302408484128,0.000443619227940405,0.49683110436649564,-0.6253683057283159
223,example,0.0003595931176231637,0.00043863640020074413,0.4027888571143887,-0.75158341332292
224,example,0.00035860203030306287,0.0004330353902409217,0.324860200443955,-0.8324094785162441
225,example,0.00035529101603229456,0.000426745166461334,0.2710915487130599,-0.8550190464310323
226,example,0.0003499476636586746,0.000420564189002406,0.2369136882723854,-0.8276941472269952
227,example,0.00034411533054048624,0.0004150799679982675,0.20841949064898221,-0.7676814749554448
228,example,0.0003390257819853479,0.00041014319185866076,0.17671799902777194,-0.6880262852066816
229,example,0.00033520592243075,0.00040522943985449235,0.14604670290752308,-0.6061376627890454
230,example,0.0003307590687567257,0.0003999632919288396,0.12724088200485364,-0.5419033993961118
231,example,0.00032457818100834135,0.00039411733410981575,0.1282578215534874,-0.5030077081379494
232,example,0.0003177363742040431,0.0003874097889336584,0.14921160394274782,-0.4840993923298127
233,example,0.00031008892521964155,0.00037942518380667335,0.18396837204721497,-0.4735123289319447
234,example,0.00030152908173261686,0.000369799304262619,0.22813757986193403,-0.4588126351083197
235,example,0.00029052018841461546,0.0003584529766474421,0.2834943805843345,-0.4306997448280585
236,example,0.00027800943400132225,0.0003452751210944576,0.35010101461764426,-0.3886764471796904
237,example,0.00026527647249666343,0.00033034671080389884,0.41580221558682534,-0.3472918152575142
238,example,0.0002529214715560752,0.00031499077247068623,0.4582410383386727,-0.3227138349038672
239,example,0.00024341552389467043,0.00030157237368443057,0.4583581583361659,-0.2893041742403857
240,example,0.00023640781802065794,0.00029196299450080896,0.42011114924092835,-0.1703704552012848
241,example,0.0002300614499700096,0.00028669146350546307,0.37513121158040513,0.07127215695795996
242,example,0.00022405248759835837,0.0002855684721526222,0.3589951880654006,0.36753083097079076
243,example,0.00022103528121747047,0.0002882477527931494,0.38425306527904196,0.6031443245270416
244,example,0.00022189447467577483,0.00029373021650342,0.4378270619839906,0.7189083936810543
245,example,0.00022447825686561581,0.00030047578818819995,0.5056697865755576,0.7536136792040837
246,example,0.00022996494437890763,0.0003076592101972002,0.5837239865665499,0.7813583102999435
247,example,0.0002351962058110172,0.00031542757122283863,0.6633703752368342,0.8404301344558593
248,example,0.00023931313905313552,0.00032392776148667667,0.7261806646443703,0.9152992469824364
249,example,0.00024358056291043712,0.00033288195962859695,0.755550200568342,0.9644239599905875
250,example,0.0002483168311791219,0.0003417994415977577,0.7488780521745724,0.9743560017540167
251,example,0.00025485950070919494,0.00035026807959592316,0.7189865375852313,0.9745095218604196
252,example,0.00026187615912698885,0.00035843914540984953,0.6851218601631376,0.9932730370194349
253,example,0.00026787725726104555,0.00036679303551265745,0.6632663378094394,1.0326323722344979
254,example,0.000274942212808997,0.00037513593162838546,0.6620656750840852,1.0757779093189015
255,example,0.00028202210352701416,0.00038238539132127194,0.6823485085858828,1.103731796419563
256,example,0.0002888006372772648,0.00038754105675324743,0.7195111246403653,1.1157093354010206
257,example,0.00029327748558139176,0.00039062549042301494,0.7639800419043884,1.123753343823008
258,example,0.0002956449791970873,0.0003923730456655533,0.8025834594368473,1.1193344003858492
259,example,0.00029817419757732994,0.00039319002276258546,0.8218849905218705,1.0636006656726664
260,example,0.00030222447934973474,0.00039304667500472483,0.8071603476227184,0.9221780777593707
261,example,0.00030704379316562076,0.00039234321073850273,0.7471293355795193,0.692002398188186
262,example,0.00031176038942838023,0.0003919093789219799,0.646353159652235,0.40454344203776893
263,example,0.00031582515990416916,0.00039206161681392294,0.5254199608639896,0.10959523708229701
264,example,0.0003192445745988864,0.00039250562898473807,0.4039438763059681,-0.15286705998550199
265,example,0.00032231575393235415,0.00039313817747497614,0.2938349444193674,-0.36860150697532257
266,example,0.0003256523642071873,0.00039455859752693037,0.2065384154303414,-0.5427256709921142
267,example,0.00033068937164206457,0.0003978092797446761,0.15101290975007473,-0.6781682505636244
268,example,0.00033759278192871975,0.00040339735599191704,0.12920743796007164,-0.7640616906978948
269,example,0.00034424307223390906,0.0004103916808501074,0.1395759422484741,-0.7931645413763406
270,example,0.00034820002351227417,0.00041673245190198036,0.17793807085535224,-0.7764872753212768
271,example,0.000348147000183678,0.0004204341779524265,0.23453779393643134,-0.7323969478345629
272,example,0.0003461680627916837,0.00042076252524074736,0.2961398761432065,-0.6771948159321757
273,example,0.00034386107410239576,0.00041874569155721117,0.35248630769188827,-0.623028735805498
274,example,0.0003414150379873609,0.00041648230131112777,0.39965008063620855,-0.575064652425513
275,example,0.0003400743429098104,0.00041564242243036974,0.4365471560576849,-0.5348345426724017
276,example,0.0003403309523442709,0.0004167937117857102,0.46090426661959144,-0.5096240436888784
277,example,0.0003420877612352044,0.0004200919219541308,0.4709190113481344,-0.5171709633510773
278,example,0.000345668959039692,0.00042544871154648334,0.4690082574686255,-0.5672574914170259
279,example,0.0003513258086806122,0.0004320248960272809,0.4594427497615922,-0.6410334193299136
280,example,0.00035768355710379986,0.0004390691962342605,0.4404223677681851,-0.7146414903671436
281,example,0.00036487815167122637,0.00044714938922298006,0.40546732124922075,-0.783008915036135
282,example,0.0003733037897660795,0.00045714017315382486,0.35848141331219835,-0.8426964098440459
283,example,0.00038276318943104517,0.00046805413112029016,0.31708159383807266,-0.8782386082574547
284,example,0.00039207234864420306,0.00047731745566189287,0.29171748254686963,-0.8830205570093521
285,example,0.00040006624771025576,0.0004834383216661172,0.27395433680281994,-0.8752928528932578
286,example,0.0004054396966327228,0.00048732993157697945,0.25300396006938497,-0.8798574880813459
287,example,0.0004105093541805543,0.0004909626780601288,0.23178150777465967,-0.9053221789925305
288,example,0.0004173161462996376,0.0004956879110396123,0.21813527881192943,-0.9475262560856854
289,example,0.0004261282505264119,0.0005020513399260674,0.21136338303794389,-1.0027841499755632
290,example,0.000435825486357361,0.0005100066588271795,0.20787840006658267,-1.0661744099691168
291,example,0.00044603276818487917,0.0005188177052876369,0.2082203043278516,-1.1285230865675915
292,example,0.00045482776350362565,0.0005278899990669631,0.20902004386671647,-1.1840848552369232
293,example,0.0004636058101113026,0.0005379960892839924,0.19956799413109447,-1.2328291024414593
294,example,0.0004753956562556539,0.000550796920311844,0.17142374842635402,-1.2739876021918555
295,example,0.0004916024457009981,0.0005669783993809611,0.12567201712566395,-1.3042448470091814
296,example,0.0005098067957176438,0.0005851600204368785,0.0698635365010498,-1.3217127831968098
297,example,0.0005276332001293259,0.0006027417601254643,0.010241260752677254,-1.3285342467438528
298,example,0.0005424825509378337,0.0006179344054536166,-0.050340051071581446,-1.3274569036007544
299,example,0.0005539610868112061,0.000630855187152107,-0.110364411842288,-1.31727852524342
300,example,0.0005637198988807954,0.0006426034008132862,-0.16821476107615904,-1.2932001965082065
301,example,0.0005726487769045042,0.0006535830171166739,-0.2222198952082165,-1.2505351023146822
302,example,0.0005800090712242532,0.0006631513510111283,-0.2714367753379445,-1.1896536570111542
303,example,0.0005850043575437966,0.0006707031954369471,-0.31443927234862395,-1.1173567745567252
304,example,0.0005872307476152192,0.0006763122580218539,-0.3481787502786197,-1.0413968423654787
305,example,0.0005867181789393947,0.0006802398924918246,-0.36960362207196246,-0.9662270109709481
306,example,0.0005842249248669779,0.0006825814347648518,-0.37633189996762184,-0.8973600210760027
307,example,0.0005812754697139888,0.0006837305766870497,-0.36640965718678015,-0.8460645680908163
308,example,0.0005808334932670233,0.000685021046081764,-0.3407590724504946,-0.8222695657070256
309,example,0.0005831727735011175,0.0006887114559005491,-0.3042776223913515,-0.8256584347374236
310,example,0.0005886161867336114,0.0006967443077924096,-0.26281057271411606,-0.8485742772245239
311,example,0.000597099202749035,0.0007088057738216375,-0.2214060543306035,-0.8796654769495289
312,example,0.0006082319582369921,0.0007216702775843011,-0.18411702721795362,-0.9052440684368976
313,example,0.0006167108569349522,0.0007314843049699013,-0.15288158052441034,-0.9167844993651464
314,example,0.0006205539319919902,0.0007368973139019293,-0.12728047244606394,-0.9139758965370524
315,example,0.0006218679801975748,0.0007391775991965076,-0.10522387139766518,-0.9006611511643676
316,example,0.0006213089570031795,0.0007399027373592456,-0.0841956292609429,-0.8810464643630489
317,example,0.0006185794207362064,0.0007396207797902256,-0.061879355734772934,-0.8583950600789714
318,example,0.0006136393990140634,0.0007383233464241272,-0.03795738360594017,-0.833118696838063
319,example,0.0006069999591080079,0.0007360472818486803,-0.01685733775703193,-0.8027943921758305
320,example,0.000598883194362452,0.0007324252329306859,-0.0037426695562578515,-0.7685889270287398
321,example,0.0005886338439651319,0.0007263903286144955,0.0009335568880541029,-0.7373915883721889
322,example,0.0005759628503372109,0.0007172288444113792,-0.0007904886674419527,-0.7146357245509143
323,example,0.0005655877150584898,0.00070536238190173,-0.0076511694739074074,-0.6985506037753493
324,example,0.0005541458272736834,0.0006918216957673682,-0.018998333283067152,-0.6813199842391406
