,id,Ra,Rms,Rsk,Rku
0,example,0.0002483168311791219,0.0003417994415977577,0.7488780521745724,0.9743560017540167
1,example,0.00026056858404567936,0.00035311022202814247,0.4610592589338476,0.5604406225851091
2,example,0.0002631532208875669,0.0003565168056768417,0.44867184422213247,0.510622062025242
3,example,0.0002623032047470452,0.00036929899571796766,0.7831234071994635,1.1640516609937563
4,example,0.0002798102888922587,0.00040171446551039966,1.2296578628505521,2.309781009494559
5,example,0.0002951742792139324,0.00041530299175800465,1.310526016279254,2.7116099357413725
6,example,0.0002988210806243584,0.0004055041657840365,1.0596116489024903,2.0025079613187637
7,example,0.00028082397076483877,0.0003642575632813139,0.6145285695347846,0.8373452790067692
8,example,0.00025628803625638784,0.00032212257392218315,0.5209167175011584,0.3981217441175007
9,example,0.0002426875122501166,0.0002939054079387098,0.6608029356247623,0.2753135700915261
10,example,0.00023522160024952798,0.0002761415994523495,0.5065191500445653,-0.298816496609692
11,example,0.0002373877032415966,0.00027192056481818505,0.2384612113496425,-0.9438051011525812
12,example,0.00023627821454107902,0.0002727752694483271,-0.028937890489763973,-1.0511203470502133
13,example,0.00022915603930512678,0.00027085273840825097,-0.16105889616168015,-0.7947591241351857
14,example,0.0002303110634008838,0.00027868980696893204,-0.11730540895705904,-0.561271151627508
15,example,0.0002367794152146508,0.00028733940110555644,-0.13817584889783033,-0.4621336783803196
16,example,0.00024720523236803846,0.000309331152026781,-0.1029647873856403,-0.2686510691319106
17,example,0.00025103258223492617,0.0003213248216242027,0.060800237184291527,0.04612737407860612
18,example,0.0002458101102252803,0.0003296220843236659,0.15622537511974985,0.46048996549815424
19,example,0.00024405452688863383,0.00032951906738214166,0.4010985940198918,0.45665312387724866
20,example,0.0002583958385812414,0.00033756833564199017,0.3463100955856433,0.4664096293827473
21,example,0.00026709633535389605,0.00034368809182115206,0.23644240488297658,0.3256815734818179
22,example,0.0002695385968842594,0.00034023367263824047,0.3251137466839141,-0.1006461073440601
23,example,0.00026333506761350666,0.0003327134969117706,0.3006190248718889,-0.21257288139640806
24,example,0.00025976204150881816,0.0003284204790151823,0.29041837126294606,-0.1546047723107482
25,example,0.00025388718329441546,0.00032293726851999094,0.36092626254028176,0.22485656177378344
26,example,0.0002463534194292419,0.00032299236120207934,0.2000512377454593,0.7318758000321717
27,example,0.00026645961025555803,0.0003462265122745187,0.11016997544765796,0.5409130785785097
28,example,0.00027856014561100537,0.000361738816745437,0.15876354937000273,0.4225378021309161
29,example,0.00026985808242725495,0.0003548114792615373,0.40483584655469074,0.6680506767002714
30,example,0.0002499863675361224,0.0003460662205261436,0.7064115815804631,1.5942172960341656
31,example,0.0002529836238832486,0.0003486030948520929,0.5409529077096278,1.255117381622572
32,example,0.00026937582901458504,0.00035648151519111694,0.18712196980307486,0.36728943403851444
33,example,0.0002885667832895835,0.0003677329121323712,0.03683989743860951,-0.13536392984755663
34,example,0.0003047573907923635,0.0003856184090405856,0.0811757766496505,-0.35997825575325626
35,example,0.00032624729378874056,0.00040505363698414555,0.0393534529665564,-0.49573729852466686
36,example,0.00034576494694777294,0.00041788723519283806,-0.09102569900002316,-0.73387994524772
37,example,0.0003730537257224648,0.0004407357210805855,-0.1948320780219258,-0.9974816169884528
38,example,0.0003987270802205903,0.0004723973675839559,-0.1340477465745246,-1.0118684425079691
39,example,0.0004167559287990802,0.0004974271624160104,-0.055395382048618685,-0.9676341749602497
40,example,0.0004276963687202274,0.0005136481239201601,-0.0019374063835922467,-0.9994468671533125
41,example,0.0004268031218245728,0.0005159732865944231,0.02145021456825566,-0.9813739634825778
42,example,0.00042595025486362275,0.0005255259178015758,0.061165684985850885,-0.8291441737295031
43,example,0.0004501551546242872,0.000556100367419811,0.10482210946747234,-0.7590567821822889
44,example,0.0004722447853529181,0.0005830741262433502,0.089254747173439,-0.7676774545413818
45,example,0.0004852826275751119,0.0006026747983276562,0.10936593080806192,-0.7394971287172738
46,example,0.0005002776615950528,0.0006275467729625995,0.20026894986005975,-0.6695722813992697
47,example,0.0005149347433702101,0.0006520631387468492,0.32746487509333955,-0.5109401515762482
48,example,0.0005154134131304614,0.0006525549416271718,0.43014629212620115,-0.29162865394417326
49,example,0.0005182352896383366,0.0006551559062005115,0.5191876155893517,-0.1582555760974338
50,example,0.0005199918334045266,0.0006485836945104449,0.4676476161300038,-0.3724783920421224
51,example,0.000500914039707043,0.0006154987240232644,0.3482753863577305,-0.5748925717586304
52,example,0.0004569099800744451,0.0005607121904568491,0.20685578840445817,-0.5859046699952475
53,example,0.0004215551407945433,0.0005345238391649096,0.19135400654062598,-0.33274322869434014
54,example,0.0004126996884187068,0.0005312893234077608,0.2532870119107183,-0.08666598973487583
55,example,0.000418301670376985,0.000532394859366424,0.26884883501875995,-0.05000754181511091
56,example,0.00042157064054894507,0.0005254652845667294,0.15180539334987234,-0.19799433926401555
57,example,0.0004243091842913882,0.0005239190377969912,0.02638618627065967,-0.329237822771403
58,example,0.00042876326357236763,0.000528850270107643,-0.07438461949340434,-0.40223465130396363
59,example,0.0004387880477595276,0.0005358925427927935,-0.1442591378201339,-0.5451528029286137
60,example,0.0004461152713029262,0.0005406353685154184,-0.24419339861629374,-0.7287616684865901
